deal_id,date,year,deal_type,acquirer_or_investors,target_or_company,value_usd_bn,description,is_megadeal,is_real_headline
D0916,2022-01-06,2022,VC,Flagship Pioneering,Quoepi AB,0.496,VC 2022,0,0
D0941,2022-01-09,2022,IPO,Public markets,Zeoimm OS,0.238,IPO 2022,0,0
D0892,2022-01-13,2022,VC,Sofinnova Investments,Promod Therapeutics,0.078,VC 2022,0,0
D0921,2022-01-21,2022,Series_B,OrbiMed,Kymsyn BIO,0.346,Series_B 2022,0,0
D0878,2022-02-05,2022,VC,a16z Bio,Immuni ON,0.08,VC 2022,0,0
D0877,2022-02-11,2022,VC,Third Rock Ventures,Yotneu OS,0.113,VC 2022,0,0
D0927,2022-02-14,2022,M&A,AstraZeneca,Genuni Therapeutics,2.84,M&A 2022,0,0
D0932,2022-02-16,2022,VC,GV (Google Ventures),Modxen ON,0.024,VC 2022,0,0
D0884,2022-02-17,2022,VC,F-Prime Capital,Yotquo Tx,0.133,VC 2022,0,0
D0911,2022-02-17,2022,M&A,GSK,Neusyn AB,19.366,M&A 2022,1,0
D0865,2022-02-18,2022,VC,ARCH Venture Partners,Modden GX,0.108,VC 2022,0,0
D0922,2022-02-21,2022,Crossover,OrbiMed,Haptav X,0.164,Crossover 2022,0,0
D0874,2022-03-02,2022,Series_C,Bain Capital Life Sciences,Epizeo Therapeutics,0.027,Series_C 2022,0,0
D0858,2022-03-03,2022,IPO,Public markets,Lumneu Therapeutics,0.292,IPO 2022,0,0
D0909,2022-03-03,2022,Series_B,RA Capital,Biokym Therapeutics,0.164,Series_B 2022,0,0
D0904,2022-03-10,2022,VC,ARCH Venture Partners,Unimod IO,0.02,VC 2022,0,0
D0870,2022-03-12,2022,IPO,Public markets,Quotav Tx,0.175,IPO 2022,0,0
D0891,2022-03-12,2022,VC,Flagship Pioneering,Tavgen Tx,0.5,VC 2022,0,0
D0945,2022-03-12,2022,VC,Atlas Venture,Tavepi IO,0.571,VC 2022,0,0
D0953,2022-03-19,2022,Series_B,a16z Bio,Denzeo BIO,0.228,Series_B 2022,0,0
D0900,2022-03-27,2022,VC,a16z Bio,Epihap X,0.022,VC 2022,0,0
D0956,2022-04-02,2022,VC,OrbiMed,Aerjas OS,0.089,VC 2022,0,0
D0914,2022-04-03,2022,VC,RA Capital,Repneu GX,0.129,VC 2022,0,0
D0913,2022-04-03,2022,VC,ARCH Venture Partners,Synrep Tx,0.034,VC 2022,0,0
D0915,2022-04-06,2022,Crossover,Atlas Venture,Modonc OS,0.2,Crossover 2022,0,0
D0917,2022-04-06,2022,IPO,Public markets,Zeolum RX,0.221,IPO 2022,0,0
D0881,2022-04-19,2022,Series_C,Polaris Partners,Proepi GX,0.192,Series_C 2022,0,0
D0919,2022-04-22,2022,Series_B,OrbiMed,Veczeo BIO,1.057,Series_B 2022,0,0
D0946,2022-04-24,2022,VC,ARCH Venture Partners,Neukym Tx,0.047,VC 2022,0,0
D0907,2022-04-24,2022,IPO,Public markets,Xentav OS,0.116,IPO 2022,0,0
D0882,2022-04-26,2022,VC,Bain Capital Life Sciences,Lumzeo BIO,0.082,VC 2022,0,0
D0931,2022-05-01,2022,Series_C,F-Prime Capital,Genaer X,0.247,Series_C 2022,0,0
D0879,2022-05-02,2022,VC,RA Capital,Onczeo BIO,0.14,VC 2022,0,0
D0876,2022-05-03,2022,Crossover,ARCH Venture Partners,Unimod AB,0.649,Crossover 2022,0,0
D0929,2022-05-05,2022,VC,a16z Bio,Yotcel IO,0.444,VC 2022,0,0
D0867,2022-05-07,2022,Series_B,RA Capital,Quovec X,0.249,Series_B 2022,0,0
D0875,2022-05-07,2022,Series_C,Polaris Partners,Epikym AB,0.134,Series_C 2022,0,0
D0893,2022-05-11,2022,Series_B,Atlas Venture,Xenpro Tx,0.193,Series_B 2022,0,0
D0949,2022-05-13,2022,Series_C,Bain Capital Life Sciences,Oncjas X,0.114,Series_C 2022,0,0
D0885,2022-05-17,2022,Crossover,Third Rock Ventures,Zeolum GX,0.556,Crossover 2022,0,0
D0868,2022-05-20,2022,IPO,Public markets,Dencel OS,0.246,IPO 2022,0,0
D0924,2022-05-21,2022,Series_C,ARCH Venture Partners,Kymlum X,0.215,Series_C 2022,0,0
D0952,2022-05-22,2022,VC,Atlas Venture,Epipro ON,0.224,VC 2022,0,0
D0954,2022-05-24,2022,Series_C,a16z Bio,Jasuni RX,0.077,Series_C 2022,0,0
D0926,2022-05-26,2022,M&A,Novartis,Bioquo IO,3.961,M&A 2022,0,0
D0894,2022-06-06,2022,Series_B,a16z Bio,Yotonc GX,1.02,Series_B 2022,0,0
D0896,2022-06-07,2022,Series_C,F-Prime Capital,Aerimm GX,0.3,Series_C 2022,0,0
D0955,2022-06-11,2022,Series_B,OrbiMed,Haponc GX,0.219,Series_B 2022,0,0
D0943,2022-06-17,2022,VC,GV (Google Ventures),Jasden OS,0.069,VC 2022,0,0
D0866,2022-06-17,2022,VC,Polaris Partners,Immaer RX,0.07,VC 2022,0,0
D0873,2022-06-23,2022,VC,RA Capital,Aerjas X,0.016,VC 2022,0,0
D0938,2022-06-24,2022,IPO,Public markets,Bioquo ON,0.074,IPO 2022,0,0
D0951,2022-07-10,2022,Series_B,GV (Google Ventures),Genhap Therapeutics,0.022,Series_B 2022,0,0
D0860,2022-07-22,2022,M&A,Sanofi,Syngen RX,22.58,M&A 2022,1,0
D0923,2022-07-27,2022,Series_B,a16z Bio,Uniepi BIO,0.061,Series_B 2022,0,0
D0908,2022-08-14,2022,VC,OrbiMed,Neuden BIO,0.209,VC 2022,0,0
D0910,2022-08-15,2022,VC,Flagship Pioneering,Zeoquo AB,0.355,VC 2022,0,0
D0898,2022-08-16,2022,VC,RA Capital,Celmod X,0.112,VC 2022,0,0
D0897,2022-08-17,2022,Series_C,Bain Capital Life Sciences,Celsyn Therapeutics,0.111,Series_C 2022,0,0
D0888,2022-08-19,2022,VC,Atlas Venture,Bioepi RX,0.15,VC 2022,0,0
D0890,2022-08-27,2022,VC,Third Rock Ventures,Tavneu Therapeutics,0.017,VC 2022,0,0
D0861,2022-09-04,2022,Series_B,Atlas Venture,Lumbio Tx,0.187,Series_B 2022,0,0
D0944,2022-09-06,2022,Crossover,ARCH Venture Partners,Kymkym Therapeutics,0.187,Crossover 2022,0,0
D0940,2022-09-08,2022,VC,Third Rock Ventures,Epivec Tx,0.07,VC 2022,0,0
D0862,2022-09-08,2022,Series_B,Sofinnova Investments,Bioneu BIO,0.155,Series_B 2022,0,0
D0023,2022-09-13,2022,VC,VC syndicate,Altos Labs,3.0,Anti-aging mega-round,0,1
D0937,2022-09-13,2022,M&A,BMS,Xenaer IO,0.227,M&A 2022,0,0
D0942,2022-09-16,2022,Series_B,Third Rock Ventures,Lummod OS,0.576,Series_B 2022,0,0
D0859,2022-09-19,2022,Series_C,OrbiMed,Modcel Therapeutics,0.404,Series_C 2022,0,0
D0934,2022-09-23,2022,VC,F-Prime Capital,Celmod ON,0.173,VC 2022,0,0
D0950,2022-10-03,2022,Series_B,Flagship Pioneering,Hapepi RX,0.131,Series_B 2022,0,0
D0872,2022-10-04,2022,VC,GV (Google Ventures),Biomod X,0.025,VC 2022,0,0
D0864,2022-10-04,2022,Series_C,Sofinnova Investments,Quopro ON,0.267,Series_C 2022,0,0
D0947,2022-10-04,2022,IPO,Public markets,Modzeo X,0.145,IPO 2022,0,0
D0869,2022-10-05,2022,Series_C,ARCH Venture Partners,Denepi BIO,0.334,Series_C 2022,0,0
D0930,2022-10-16,2022,VC,Atlas Venture,Repaer Therapeutics,0.231,VC 2022,0,0
D0935,2022-10-26,2022,VC,a16z Bio,Episyn BIO,0.12,VC 2022,0,0
D0906,2022-10-26,2022,Series_B,F-Prime Capital,Denhap OS,0.227,Series_B 2022,0,0
D0880,2022-10-27,2022,IPO,Public markets,Celcel OS,0.809,IPO 2022,0,0
D0887,2022-11-08,2022,Series_B,Sofinnova Investments,Aervec OS,1.41,Series_B 2022,0,0
D0933,2022-11-08,2022,VC,Third Rock Ventures,Neugen Therapeutics,0.145,VC 2022,0,0
D0901,2022-11-12,2022,Series_C,Flagship Pioneering,Synzeo X,0.356,Series_C 2022,0,0
D0905,2022-11-14,2022,VC,GV (Google Ventures),Xensyn RX,0.237,VC 2022,0,0
D0903,2022-11-14,2022,Series_C,Sofinnova Investments,Synquo Therapeutics,0.163,Series_C 2022,0,0
D0889,2022-11-17,2022,Series_C,RA Capital,Denjas BIO,0.35,Series_C 2022,0,0
D0902,2022-11-24,2022,VC,Third Rock Ventures,Synhap ON,0.681,VC 2022,0,0
D0948,2022-11-24,2022,IPO,Public markets,Genxen ON,0.092,IPO 2022,0,0
D0883,2022-11-25,2022,M&A,Sanofi,Biogen Tx,3.082,M&A 2022,0,0
D0863,2022-11-26,2022,VC,Versant Ventures,Biorep GX,0.455,VC 2022,0,0
D0920,2022-12-04,2022,VC,Bain Capital Life Sciences,Modtav AB,0.264,VC 2022,0,0
D0912,2022-12-12,2022,VC,Third Rock Ventures,Genbio GX,0.548,VC 2022,0,0
D0957,2022-12-12,2022,IPO,Public markets,Hapden RX,0.972,IPO 2022,0,0
D0011,2022-12-13,2022,M&A,Amgen,Horizon Therapeutics,27.8,Tepezza addition,1,1
D0918,2022-12-14,2022,Crossover,Versant Ventures,Tavhap OS,0.386,Crossover 2022,0,0
D0899,2022-12-15,2022,M&A,AbbVie,Yotvec OS,0.926,M&A 2022,0,0
D0939,2022-12-22,2022,Series_B,GV (Google Ventures),Yotbio OS,0.068,Series_B 2022,0,0
D0886,2022-12-25,2022,Series_B,GV (Google Ventures),Immimm X,0.107,Series_B 2022,0,0
D0928,2022-12-26,2022,VC,ARCH Venture Partners,Lumimm ON,0.152,VC 2022,0,0
D0971,2023-01-03,2023,VC,Versant Ventures,Synzeo AB,0.984,VC 2023,0,0
D0998,2023-01-05,2023,Series_B,Atlas Venture,Aergen Therapeutics,0.25,Series_B 2023,0,0
D0963,2023-01-12,2023,VC,Versant Ventures,Quozeo AB,0.129,VC 2023,0,0
D1029,2023-01-27,2023,VC,Atlas Venture,Synmod GX,0.09,VC 2023,0,0
D1016,2023-02-09,2023,IPO,Public markets,Immepi GX,0.123,IPO 2023,0,0
D1032,2023-02-19,2023,M&A,GSK,Kymxen BIO,10.678,M&A 2023,1,0
D1021,2023-03-01,2023,Series_B,Third Rock Ventures,Epigen Therapeutics,0.062,Series_B 2023,0,0
D1015,2023-03-06,2023,Series_B,GV (Google Ventures),Prorep AB,0.112,Series_B 2023,0,0
D1007,2023-03-07,2023,Series_B,Bain Capital Life Sciences,Zeogen IO,0.048,Series_B 2023,0,0
D0969,2023-03-08,2023,VC,Sofinnova Investments,Hapmod Therapeutics,0.251,VC 2023,0,0
D0959,2023-03-19,2023,Series_B,Versant Ventures,Uniquo AB,0.166,Series_B 2023,0,0
D0962,2023-03-22,2023,VC,ARCH Venture Partners,Lumpro Tx,0.776,VC 2023,0,0
D0967,2023-04-02,2023,M&A,AbbVie,Proyot AB,1.092,M&A 2023,0,0
D1010,2023-04-02,2023,VC,GV (Google Ventures),Denpro AB,0.046,VC 2023,0,0
D0987,2023-04-10,2023,IPO,Public markets,Zeouni X,1.197,IPO 2023,0,0
D0968,2023-04-14,2023,Series_B,F-Prime Capital,Kymgen X,1.023,Series_B 2023,0,0
D0989,2023-04-15,2023,VC,Sofinnova Investments,Proimm X,0.1,VC 2023,0,0
D0012,2023-04-16,2023,M&A,Merck,Prometheus,10.8,Immunology pipeline,1,1
D0975,2023-04-19,2023,VC,Flagship Pioneering,Celsyn Therapeutics,0.093,VC 2023,0,0
D0988,2023-05-01,2023,VC,Sofinnova Investments,Bioden Tx,0.29,VC 2023,0,0
D1024,2023-05-01,2023,VC,RA Capital,Happro X,0.056,VC 2023,0,0
D0991,2023-05-05,2023,Series_B,F-Prime Capital,Tavquo X,0.019,Series_B 2023,0,0
D0996,2023-05-09,2023,VC,ARCH Venture Partners,Hapaer X,0.129,VC 2023,0,0
D1008,2023-05-09,2023,VC,Third Rock Ventures,Celden X,0.2,VC 2023,0,0
D1009,2023-05-09,2023,VC,F-Prime Capital,Genmod X,0.1,VC 2023,0,0
D0983,2023-05-13,2023,IPO,Public markets,Immcel IO,0.505,IPO 2023,0,0
D0977,2023-05-15,2023,M&A,Gilead,Prohap ON,9.811,M&A 2023,0,0
D0995,2023-05-19,2023,Series_C,ARCH Venture Partners,Genonc X,0.127,Series_C 2023,0,0
D0974,2023-05-19,2023,Series_B,Flagship Pioneering,Yothap X,0.034,Series_B 2023,0,0
D1003,2023-05-20,2023,VC,GV (Google Ventures),Denpro Tx,0.123,VC 2023,0,0
D0985,2023-05-21,2023,Series_B,Atlas Venture,Quolum OS,0.16,Series_B 2023,0,0
D1011,2023-05-25,2023,VC,F-Prime Capital,Quohap IO,0.098,VC 2023,0,0
D1031,2023-06-10,2023,Series_B,Versant Ventures,Lumhap IO,0.252,Series_B 2023,0,0
D0970,2023-06-11,2023,IPO,Public markets,Xenjas IO,0.095,IPO 2023,0,0
D1030,2023-06-16,2023,VC,F-Prime Capital,Quojas Tx,0.1,VC 2023,0,0
D0966,2023-06-26,2023,Series_C,Bain Capital Life Sciences,Celbio OS,0.108,Series_C 2023,0,0
D1012,2023-07-02,2023,Series_B,ARCH Venture Partners,Zeoquo Therapeutics,0.296,Series_B 2023,0,0
D1023,2023-07-04,2023,VC,Versant Ventures,Bioquo BIO,0.079,VC 2023,0,0
D0964,2023-07-09,2023,VC,a16z Bio,Hapgen AB,0.072,VC 2023,0,0
D0993,2023-07-14,2023,Crossover,RA Capital,Onckym Tx,0.026,Crossover 2023,0,0
D0961,2023-07-18,2023,VC,Polaris Partners,Kymaer Therapeutics,0.144,VC 2023,0,0
D1025,2023-07-24,2023,Series_B,Bain Capital Life Sciences,Vecquo AB,0.173,Series_B 2023,0,0
D1020,2023-08-10,2023,VC,Polaris Partners,Jasden X,0.096,VC 2023,0,0
D1006,2023-08-14,2023,M&A,AbbVie,Xenkym AB,38.657,M&A 2023,1,0
D1000,2023-08-22,2023,Series_B,ARCH Venture Partners,Epirep ON,0.255,Series_B 2023,0,0
D0976,2023-08-26,2023,M&A,Amgen,Quoaer GX,1.406,M&A 2023,0,0
D0992,2023-08-27,2023,VC,GV (Google Ventures),Synzeo IO,0.114,VC 2023,0,0
D0973,2023-08-27,2023,VC,Flagship Pioneering,Neuhap OS,0.182,VC 2023,0,0
D1027,2023-08-27,2023,Series_B,Bain Capital Life Sciences,Celneu RX,0.154,Series_B 2023,0,0
D1004,2023-08-27,2023,VC,Third Rock Ventures,Quomod Therapeutics,0.282,VC 2023,0,0
D0990,2023-09-02,2023,M&A,Merck,Haponc AB,0.812,M&A 2023,0,0
D1001,2023-09-05,2023,VC,OrbiMed,Aervec BIO,0.049,VC 2023,0,0
D0999,2023-09-07,2023,Series_B,GV (Google Ventures),Biouni X,0.239,Series_B 2023,0,0
D0982,2023-09-14,2023,Series_B,Atlas Venture,Biohap GX,0.11,Series_B 2023,0,0
D0960,2023-09-18,2023,VC,ARCH Venture Partners,Modtav ON,0.209,VC 2023,0,0
D0986,2023-09-26,2023,M&A,Roche,Celneu RX,5.974,M&A 2023,0,0
D1005,2023-10-08,2023,IPO,Public markets,Proaer GX,0.728,IPO 2023,0,0
D1014,2023-10-09,2023,VC,Bain Capital Life Sciences,Neuhap Tx,0.03,VC 2023,0,0
D0994,2023-10-11,2023,Crossover,GV (Google Ventures),Quoimm RX,0.104,Crossover 2023,0,0
D1017,2023-10-24,2023,Series_B,Flagship Pioneering,Denaer ON,0.032,Series_B 2023,0,0
D0984,2023-11-08,2023,VC,RA Capital,Lumsyn IO,0.033,VC 2023,0,0
D1013,2023-11-16,2023,Series_B,GV (Google Ventures),Xenepi GX,0.096,Series_B 2023,0,0
D1002,2023-11-17,2023,VC,Third Rock Ventures,Haptav GX,0.054,VC 2023,0,0
D1022,2023-11-17,2023,Series_B,Versant Ventures,Epijas OS,0.521,Series_B 2023,0,0
D1028,2023-11-19,2023,VC,Atlas Venture,Zeoneu ON,0.035,VC 2023,0,0
D1018,2023-11-19,2023,Series_B,F-Prime Capital,Bioonc BIO,0.053,Series_B 2023,0,0
D0978,2023-11-25,2023,VC,a16z Bio,Zeocel OS,0.169,VC 2023,0,0
D0980,2023-12-02,2023,IPO,Public markets,Epiden GX,0.143,IPO 2023,0,0
D0979,2023-12-03,2023,M&A,Pfizer,Bioepi IO,8.883,M&A 2023,0,0
D0997,2023-12-04,2023,VC,Sofinnova Investments,Bioimm BIO,1.389,VC 2023,0,0
D1019,2023-12-10,2023,VC,Flagship Pioneering,Repimm ON,0.27,VC 2023,0,0
D0981,2023-12-11,2023,Series_B,Third Rock Ventures,Uniyot Therapeutics,0.154,Series_B 2023,0,0
D0972,2023-12-13,2023,VC,GV (Google Ventures),Unijas RX,1.431,VC 2023,0,0
D0965,2023-12-18,2023,VC,Polaris Partners,Modrep BIO,0.087,VC 2023,0,0
D1026,2023-12-21,2023,M&A,Pfizer,Neuuni Tx,0.723,M&A 2023,0,0
D0958,2023-12-22,2023,IPO,Public markets,Aersyn Therapeutics,1.104,IPO 2023,0,0
D0013,2023-12-26,2023,M&A,BMS,Karuna,14.0,Schizophrenia drug,1,1
D1059,2024-01-14,2024,VC,a16z Bio,Repxen IO,0.108,VC 2024,0,0
D1083,2024-01-16,2024,VC,Third Rock Ventures,Bioden X,0.245,VC 2024,0,0
D1053,2024-01-21,2024,M&A,Eli Lilly,Reptav OS,1.365,M&A 2024,0,0
D1074,2024-01-22,2024,Series_B,Flagship Pioneering,Jassyn RX,0.105,Series_B 2024,0,0
D1045,2024-01-24,2024,IPO,Public markets,Gengen Therapeutics,0.681,IPO 2024,0,0
D1061,2024-01-25,2024,Crossover,ARCH Venture Partners,Immyot IO,0.763,Crossover 2024,0,0
D1049,2024-01-27,2024,Series_C,Versant Ventures,Yotsyn RX,0.758,Series_C 2024,0,0
D0020,2024-02-02,2024,IPO,Public markets,CG Oncology,0.38,Bladder cancer IPO,0,1
D1070,2024-02-04,2024,IPO,Public markets,Xenpro Tx,1.143,IPO 2024,0,0
D1055,2024-02-04,2024,Series_B,Versant Ventures,Jasquo X,0.172,Series_B 2024,0,0
D1037,2024-02-18,2024,Series_C,Flagship Pioneering,Xenvec Therapeutics,0.076,Series_C 2024,0,0
D1062,2024-02-18,2024,Series_B,ARCH Venture Partners,Modquo GX,0.275,Series_B 2024,0,0
D1122,2024-02-23,2024,VC,Bain Capital Life Sciences,Zeozeo Tx,0.115,VC 2024,0,0
D1102,2024-02-23,2024,Series_B,Versant Ventures,Vecneu RX,0.135,Series_B 2024,0,0
D1067,2024-03-02,2024,IPO,Public markets,Genkym Therapeutics,2.008,IPO 2024,0,0
D1081,2024-03-05,2024,Series_B,Versant Ventures,Epikym AB,0.156,Series_B 2024,0,0
D1108,2024-03-06,2024,VC,GV (Google Ventures),Kymjas AB,0.641,VC 2024,0,0
D1043,2024-03-07,2024,M&A,GSK,Synaer AB,2.148,M&A 2024,0,0
D0024,2024-03-12,2024,VC,VC syndicate,Xaira Therapeutics,1.0,AI drug discovery,0,1
D1064,2024-03-26,2024,Series_C,Flagship Pioneering,Denhap ON,0.167,Series_C 2024,0,0
D1051,2024-03-26,2024,VC,Versant Ventures,Biogen ON,0.445,VC 2024,0,0
D1047,2024-04-01,2024,VC,Third Rock Ventures,Yotonc ON,0.02,VC 2024,0,0
D1036,2024-04-03,2024,Series_B,Bain Capital Life Sciences,Genlum IO,0.184,Series_B 2024,0,0
D1035,2024-04-05,2024,Series_C,Polaris Partners,Unitav Tx,0.213,Series_C 2024,0,0
D1041,2024-04-10,2024,VC,OrbiMed,Yotcel X,0.55,VC 2024,0,0
D1080,2024-04-11,2024,VC,Versant Ventures,Yotrep GX,0.26,VC 2024,0,0
D1090,2024-04-17,2024,Series_B,GV (Google Ventures),Xenaer IO,0.084,Series_B 2024,0,0
D1121,2024-04-19,2024,Series_C,ARCH Venture Partners,Densyn AB,0.368,Series_C 2024,0,0
D1050,2024-04-27,2024,VC,Sofinnova Investments,Epiuni AB,0.024,VC 2024,0,0
D0014,2024-04-30,2024,M&A,Vertex,Alpine Immune,4.9,Autoimmune entry,0,1
D1039,2024-05-02,2024,Series_B,F-Prime Capital,Lumhap Therapeutics,0.157,Series_B 2024,0,0
D1117,2024-05-04,2024,VC,Versant Ventures,Reptav IO,0.109,VC 2024,0,0
D1114,2024-05-05,2024,IPO,Public markets,Quokym X,0.207,IPO 2024,0,0
D1057,2024-05-05,2024,IPO,Public markets,Repquo BIO,0.364,IPO 2024,0,0
D1073,2024-05-05,2024,M&A,Eli Lilly,Jasquo Therapeutics,11.115,M&A 2024,1,0
D1112,2024-05-14,2024,Series_B,Third Rock Ventures,Repcel IO,0.081,Series_B 2024,0,0
D1096,2024-05-18,2024,M&A,AbbVie,Neuxen X,0.24,M&A 2024,0,0
D1115,2024-05-19,2024,VC,Sofinnova Investments,Immvec AB,0.07,VC 2024,0,0
D1088,2024-06-01,2024,VC,Bain Capital Life Sciences,Modaer X,0.283,VC 2024,0,0
D1111,2024-06-02,2024,VC,RA Capital,Biobio X,0.186,VC 2024,0,0
D1099,2024-06-03,2024,M&A,Amgen,Oncjas AB,2.486,M&A 2024,0,0
D1086,2024-06-03,2024,VC,a16z Bio,Epirep ON,0.086,VC 2024,0,0
D1107,2024-06-13,2024,VC,GV (Google Ventures),Tavonc IO,0.559,VC 2024,0,0
D1094,2024-06-16,2024,M&A,J&J,Modonc RX,0.388,M&A 2024,0,0
D1119,2024-06-24,2024,Series_B,F-Prime Capital,Repgen BIO,0.17,Series_B 2024,0,0
D1101,2024-07-02,2024,VC,Atlas Venture,Xenlum BIO,0.049,VC 2024,0,0
D1103,2024-07-03,2024,VC,OrbiMed,Modlum X,0.072,VC 2024,0,0
D0025,2024-07-15,2024,VC,VC syndicate,Formation Bio,0.37,AI clinical trials,0,1
D1046,2024-07-16,2024,IPO,Public markets,Proyot OS,0.331,IPO 2024,0,0
D1034,2024-07-17,2024,Series_C,RA Capital,Denepi ON,0.139,Series_C 2024,0,0
D1100,2024-07-20,2024,IPO,Public markets,Genvec IO,0.262,IPO 2024,0,0
D1058,2024-07-22,2024,M&A,AbbVie,Synaer X,0.27,M&A 2024,0,0
D1110,2024-07-23,2024,Series_B,a16z Bio,Biomod GX,0.231,Series_B 2024,0,0
D1105,2024-07-23,2024,Series_C,GV (Google Ventures),Zeomod BIO,0.149,Series_C 2024,0,0
D1087,2024-07-24,2024,VC,OrbiMed,Lummod GX,0.056,VC 2024,0,0
D1120,2024-07-26,2024,VC,Bain Capital Life Sciences,Repjas Tx,0.075,VC 2024,0,0
D1116,2024-08-06,2024,Crossover,F-Prime Capital,Dencel Tx,0.105,Crossover 2024,0,0
D1077,2024-08-07,2024,VC,GV (Google Ventures),Bioonc ON,0.488,VC 2024,0,0
D1109,2024-08-14,2024,VC,Versant Ventures,Zeovec BIO,0.473,VC 2024,0,0
D1065,2024-08-19,2024,VC,F-Prime Capital,Kymkym X,0.215,VC 2024,0,0
D1068,2024-08-21,2024,Series_B,OrbiMed,Proden OS,0.02,Series_B 2024,0,0
D1078,2024-08-21,2024,Series_B,GV (Google Ventures),Zeocel AB,0.333,Series_B 2024,0,0
D1118,2024-08-23,2024,Series_B,Bain Capital Life Sciences,Genrep BIO,0.11,Series_B 2024,0,0
D1113,2024-08-24,2024,Series_B,RA Capital,Modcel X,0.219,Series_B 2024,0,0
D1092,2024-08-26,2024,VC,Third Rock Ventures,Tavneu Therapeutics,0.08,VC 2024,0,0
D1075,2024-09-01,2024,IPO,Public markets,Unibio IO,0.515,IPO 2024,0,0
D1048,2024-09-02,2024,VC,Polaris Partners,Reppro X,0.237,VC 2024,0,0
D0026,2024-09-08,2024,VC,VC syndicate,Isomorphic Labs,0.4,DeepMind spinoff drug AI,0,1
D1095,2024-09-09,2024,VC,Atlas Venture,Vecgen IO,0.736,VC 2024,0,0
D1069,2024-09-12,2024,VC,F-Prime Capital,Jastav AB,0.275,VC 2024,0,0
D1091,2024-09-13,2024,Series_B,a16z Bio,Aerpro Therapeutics,0.299,Series_B 2024,0,0
D1066,2024-09-20,2024,M&A,AstraZeneca,Onccel X,0.163,M&A 2024,0,0
D1104,2024-10-04,2024,Crossover,RA Capital,Oncrep OS,0.137,Crossover 2024,0,0
D1089,2024-10-10,2024,M&A,Amgen,Onclum GX,2.284,M&A 2024,0,0
D1033,2024-10-13,2024,IPO,Public markets,Moduni GX,0.316,IPO 2024,0,0
D1085,2024-10-15,2024,M&A,Amgen,Lumsyn ON,8.447,M&A 2024,0,0
D1084,2024-10-17,2024,IPO,Public markets,Epiyot BIO,0.228,IPO 2024,0,0
D1038,2024-10-25,2024,VC,Atlas Venture,Repepi AB,0.545,VC 2024,0,0
D1054,2024-11-02,2024,M&A,Merck,Vecsyn ON,0.383,M&A 2024,0,0
D1056,2024-11-03,2024,VC,RA Capital,Unipro Tx,0.277,VC 2024,0,0
D1079,2024-11-04,2024,Crossover,Atlas Venture,Unicel AB,0.159,Crossover 2024,0,0
D1097,2024-11-06,2024,VC,OrbiMed,Quokym BIO,0.435,VC 2024,0,0
D1040,2024-11-12,2024,Series_C,Versant Ventures,Jasimm ON,0.096,Series_C 2024,0,0
D1093,2024-11-16,2024,VC,Sofinnova Investments,Celden RX,0.074,VC 2024,0,0
D1076,2024-11-19,2024,VC,Flagship Pioneering,Repyot X,0.278,VC 2024,0,0
D1071,2024-11-27,2024,M&A,J&J,Hapvec OS,0.398,M&A 2024,0,0
D1106,2024-12-02,2024,Crossover,Bain Capital Life Sciences,Immaer RX,0.156,Crossover 2024,0,0
D1042,2024-12-03,2024,M&A,GSK,Immmod OS,7.844,M&A 2024,0,0
D1052,2024-12-10,2024,IPO,Public markets,Xenuni OS,0.466,IPO 2024,0,0
D1044,2024-12-12,2024,M&A,Pfizer,Xenuni RX,6.089,M&A 2024,0,0
D1060,2024-12-12,2024,VC,Polaris Partners,Lummod Tx,0.076,VC 2024,0,0
D1098,2024-12-20,2024,Series_B,F-Prime Capital,Quopro OS,0.042,Series_B 2024,0,0
D1082,2024-12-20,2024,Series_B,a16z Bio,Aerlum ON,0.073,Series_B 2024,0,0
D1072,2024-12-23,2024,VC,GV (Google Ventures),Biovec OS,0.04,VC 2024,0,0
D1063,2024-12-26,2024,VC,Atlas Venture,Syngen ON,0.326,VC 2024,0,0
D1191,2025-01-02,2025,VC,F-Prime Capital,Quoxen ON,0.143,VC 2025,0,0
D1157,2025-01-06,2025,Crossover,Flagship Pioneering,Vecquo ON,0.535,Crossover 2025,0,0
D1148,2025-01-08,2025,VC,Polaris Partners,Repjas IO,0.874,VC 2025,0,0
D1168,2025-01-12,2025,Series_B,Bain Capital Life Sciences,Xensyn RX,0.122,Series_B 2025,0,0
D1161,2025-01-14,2025,Series_B,F-Prime Capital,Quoaer Tx,0.822,Series_B 2025,0,0
D1188,2025-01-16,2025,Series_C,Bain Capital Life Sciences,Tavvec ON,0.053,Series_C 2025,0,0
D1182,2025-01-17,2025,VC,GV (Google Ventures),Lumxen IO,0.075,VC 2025,0,0
D1136,2025-01-17,2025,VC,ARCH Venture Partners,Biomod AB,0.343,VC 2025,0,0
D1192,2025-01-18,2025,Crossover,Versant Ventures,Bioneu Tx,0.038,Crossover 2025,0,0
D1195,2025-01-18,2025,Crossover,Flagship Pioneering,Uniepi GX,0.34,Crossover 2025,0,0
D1163,2025-01-22,2025,M&A,Eli Lilly,Synzeo ON,9.639,M&A 2025,0,0
D1174,2025-02-02,2025,M&A,GSK,Prorep X,1.839,M&A 2025,0,0
D1197,2025-02-06,2025,Series_B,ARCH Venture Partners,Replum OS,0.018,Series_B 2025,0,0
